Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.0206,DJ Snake,0.723,0.646,0.352,0.0994,0.0994,5,110.971,Selfish Love (with Selena Gomez),https://api.spotify.com/v1/tracks/3XoflnowYPFRPOh3uFvHcm,0.443,60f790ce4861b9cdf82002af
0.39,Laylow,0.601,0.395,0.000101,0.11,0.11,8,88.471,"C'est Eux Contre Nous",https://api.spotify.com/v1/tracks/1nf8RBV6HA2CcGeyfCwMZF,0.268,60f790ce4861b9cdf82002b0
0.687,Ninho,0.8,0.756,0.00000206,0.111,0.111,7,113.204,"La vie qu'on mène",https://api.spotify.com/v1/tracks/0Jh6iWjna1wk5le0Ahn7No,0.456,60f790ce4861b9cdf82002b1
0.172,Fuego,0.792,0.676,0.0000193,0.0654,0.0654,1,117.011,Una Vaina Loca,https://api.spotify.com/v1/tracks/337cEDExdFKmLrQMKjffxr,0.712,60f790ce4861b9cdf82002b2
0.0212,The Weeknd,0.68,0.826,0.0000124,0.543,0.543,0,118.051,Save Your Tears,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,0.644,60f790cf4861b9cdf82002b3
0.122,Harry Styles,0.548,0.816,0,0.335,0.335,0,95.39,Watermelon Sugar,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,0.557,60f790cf4861b9cdf82002b4
0.845,Laylow,0.477,0.683,0.0000782,0.817,0.817,1,85.473,Tu Comprends Maintenant ?,https://api.spotify.com/v1/tracks/2uLMvjzZsAqyqDD4U7z2p4,0.253,60f790cf4861b9cdf82002b5
0.0514,Calvin Harris,0.733,0.96,0.00199,0.287,0.287,7,124.01,By Your Side (feat. Tom Grennan),https://api.spotify.com/v1/tracks/0vR2rIVORmgeKiGIgNT0fV,0.811,60f790cf4861b9cdf82002b6
0.395,Sofiane,0.763,0.667,0,0.344,0.344,9,109.176,Attrape-moi si tu peux,https://api.spotify.com/v1/tracks/6LuAtG9sa0aU8GTMd9CQnO,0.331,60f790cf4861b9cdf82002b7
0.187,"L'Algérino",0.697,0.688,0,0.0869,0.0869,6,113.33,Sapapaya,https://api.spotify.com/v1/tracks/7A2HuM1W75PnQwUS6kahLA,0.645,60f790d04861b9cdf82002b8
0.507,Freeze corleone,0.592,0.506,0,0.157,0.157,0,143.846,Téléphone - Extrait de CRCLR MVT SAISON II,https://api.spotify.com/v1/tracks/0FLegMOg3yN9e2zF5p9Vxb,0.237,60f790d04861b9cdf82002b9
0.688,Naps,0.875,0.613,0,0.114,0.114,3,119.964,6.3,https://api.spotify.com/v1/tracks/3lTL4LdFKVF51lseI2nk5D,0.752,60f790d04861b9cdf82002ba
0.69,Tones And I,0.824,0.587,0.000105,0.149,0.149,6,98.029,Dance Monkey,https://api.spotify.com/v1/tracks/2N8m6CYs74qQO4mjVcXO30,0.514,60f790d04861b9cdf82002bb
0.0528,P!nk,0.473,0.592,0,0.131,0.131,5,159.7,Cover Me In Sunshine,https://api.spotify.com/v1/tracks/0UKUfxIkDAMZz7hMdiVX3m,0.292,60f790d04861b9cdf82002bc
0.228,Lost Frequencies,0.689,0.612,0.00000777,0.368,0.368,6,122.076,Rise,https://api.spotify.com/v1/tracks/7HXBG0W8gFJwHUh5mVF9tf,0.461,60f790d14861b9cdf82002bd
0.282,Serge Ibaka,0.556,0.639,0,0.0878,0.0878,9,99.627,Champion,https://api.spotify.com/v1/tracks/7moGDROshDKDpuQxtQ3q4m,0.591,60f790d14861b9cdf82002be
0.336,Naps,0.926,0.662,0.00000306,0.0754,0.0754,9,140.021,En détente,https://api.spotify.com/v1/tracks/5HerMpAegwiAAFOIXNCxED,0.725,60f790d14861b9cdf82002bf
0.217,PLK,0.844,0.562,0.000636,0.114,0.114,2,94.976,Pilote (feat. Hamza),https://api.spotify.com/v1/tracks/12GV2Wr4p1hBWQCrQcVsew,0.574,60f790d14861b9cdf82002c0
0.174,24kGoldn,0.701,0.716,0,0.324,0.324,7,91.007,Mood (feat. iann dior),https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,0.732,60f790d14861b9cdf82002c1
0.403,Louane,0.551,0.494,0,0.0914,0.0914,2,148.61,Aimer à mort,https://api.spotify.com/v1/tracks/2HENwndPLHINxHhQPMh8BE,0.333,60f790d24861b9cdf82002c2
0.119,Larry,0.94,0.769,0,0.0992,0.0992,11,130.059,Noblabla,https://api.spotify.com/v1/tracks/1ofkPNwvdW7InzOTm6jxb7,0.732,60f790d24861b9cdf82002c3
0.375,Freeze corleone,0.645,0.545,0.0000232,0.106,0.106,11,137.09,Freeze Raël,https://api.spotify.com/v1/tracks/6DPrYPPGYK218iVIZDix3i,0.0379,60f790d24861b9cdf82002c4
0.626,Zkr,0.789,0.557,0,0.0778,0.0778,11,100.035,Freestyle 5min #11,https://api.spotify.com/v1/tracks/4mNDKJGdcdt20KnZOIglRE,0.336,60f790d24861b9cdf82002c5
0.545,Hatik,0.681,0.551,0.00000112,0.108,0.108,1,105.995,"ma p'tite étoile",https://api.spotify.com/v1/tracks/7iSEs4lppLZQEPOG4e6BbF,0.291,60f790d24861b9cdf82002c6
0.287,Koba LaD,0.464,0.578,0,0.0857,0.0857,5,92.725,Cramé,https://api.spotify.com/v1/tracks/0XUkVNGuNPWTydXoauCs1J,0.688,60f790d24861b9cdf82002c7
0.093,Koba LaD,0.758,0.56,0,0.104,0.104,6,149.893,Coffre plein,https://api.spotify.com/v1/tracks/70pkwEEG7nDTXBFqoGQkH0,0.606,60f790d34861b9cdf82002c8
0.175,Masked Wolf,0.778,0.695,0,0.15,0.15,4,149.996,Astronaut In The Ocean,https://api.spotify.com/v1/tracks/0BGwAKW4u8kWOhWFflZxfl,0.472,60f790d34861b9cdf82002c9
0.149,Benab,0.828,0.68,0.00000497,0.118,0.118,0,140.023,Tiki Taka,https://api.spotify.com/v1/tracks/5csxKPX4HuN8UDEdHUxcqz,0.587,60f790d34861b9cdf82002ca
0.0194,Black Eyed Peas,0.964,0.486,0.04,0.0694,0.0694,2,124.058,GIRL LIKE ME,https://api.spotify.com/v1/tracks/2vBET2pmrQqafaS6zIaYta,0.318,60f790d34861b9cdf82002cb
0.339,Tiakola,0.871,0.528,0,0.0792,0.0792,9,137.945,Pousse toi,https://api.spotify.com/v1/tracks/48ghUr9q4ZCKTGEGzdZJlj,0.498,60f790d34861b9cdf82002cc
0.649,Gazo,0.759,0.523,0.0000133,0.269,0.269,6,144.109,KASSAV (feat. Tiakola),https://api.spotify.com/v1/tracks/25PVU9aowaP69bSYRBe3sj,0.766,60f790d44861b9cdf82002cd
0.225,Hornet La Frappe,0.855,0.637,0,0.0858,0.0858,4,101.531,Kedaba,https://api.spotify.com/v1/tracks/2572PCfmUvn6VTobYjx97y,0.611,60f790d44861b9cdf82002ce
0.397,Larry,0.756,0.639,0,0.076,0.076,1,89.997,Sirène,https://api.spotify.com/v1/tracks/0YBQKyzpWGDivSdi0OaXiH,0.636,60f790d44861b9cdf82002cf
0.598,GLK,0.781,0.631,0.000422,0.0898,0.0898,4,126.033,Zehma,https://api.spotify.com/v1/tracks/3PeW31cRh8BlN7fwj6cGe9,0.572,60f790d44861b9cdf82002d0
0.251,Pop Smoke,0.662,0.686,0.00000559,0.349,0.349,7,143.971,Tell The Vision (feat. Kanye West & Pusha T),https://api.spotify.com/v1/tracks/2UwALqx6yOsXTFt7zRxnts,0.678,60f790d44861b9cdf82002d1
0.767,Amel Bent,0.722,0.497,0,0.122,0.122,10,147.794,"1,2,3",https://api.spotify.com/v1/tracks/7uCLrBdy5FH6T7vcJzqRd7,0.684,60f790d54861b9cdf82002d2
0.196,Imen Es,0.712,0.727,0,0.127,0.127,11,144.051,Essaie encore,https://api.spotify.com/v1/tracks/7xFEyavPtivXc8yFqEZJpJ,0.477,60f790d54861b9cdf82002d3
